Intern_ID,Department,Internship_Duration_Weeks,Feedback_Score,Supervisor_Rating,Commute_Distance_km,Monthly_Stipend_XAF,Remote_Work_Option,Returned
INT-02114,Finance,14,5.6,9.3,40.5,25000,No,No
INT-02115,Engineering,21,8.5,8.5,2.8,50000,No,Yes
INT-02116,IT,13,7.1,7.6,4.0,50000,Yes,Yes
INT-02117,Admin,20,8.8,5.9,5.8,25000,Yes,Yes
INT-02118,Engineering,18,6.8,8.8,6.7,0,No,Yes
INT-02119,IT,9,6.9,8.5,6.9,75000,No,Yes
INT-02120,Finance,24,9.1,7.2,6.9,150000,No,Yes
INT-02121,Finance,19,6.3,4.6,14.6,50000,No,No
INT-02122,Engineering,18,6.1,5.1,4.6,100000,No,No
INT-02123,Marketing,11,7.3,7.0,0.6,100000,No,Yes
INT-02124,Admin,12,6.4,9.5,17.2,50000,No,Yes
INT-02125,Marketing,14,7.7,7.7,9.2,50000,No,Yes
INT-02126,Engineering,5,6.7,5.4,2.2,100000,Yes,Yes
INT-02127,Engineering,16,7.9,7.6,0.7,25000,Yes,No
INT-02128,IT,7,7.1,6.5,3.5,50000,Yes,Yes
INT-02129,Finance,12,5.3,6.2,1.6,75000,No,Yes
INT-02130,Admin,8,8.1,8.5,18.7,75000,No,No
INT-02131,IT,22,7.0,7.8,3.1,25000,Yes,Yes
INT-02132,IT,6,7.4,7.2,10.3,25000,No,Yes
INT-02133,Engineering,24,4.9,8.6,9.1,25000,No,Yes
INT-02134,Engineering,6,4.5,8.4,10.5,100000,No,No
INT-02135,Engineering,9,9.4,5.8,6.5,150000,No,Yes
INT-02136,Finance,13,9.2,7.4,11.0,75000,No,Yes
INT-02137,IT,8,7.9,7.9,6.2,75000,No,No
INT-02138,Engineering,6,6.9,5.1,4.3,150000,No,Yes
INT-02139,IT,10,7.3,8.9,16.1,25000,Yes,No
INT-02140,Finance,21,8.1,7.0,5.4,0,Yes,Yes
INT-02141,Finance,11,9.6,8.3,7.2,25000,No,Yes
INT-02142,Engineering,4,7.9,4.0,5.5,50000,No,Yes
INT-02143,Engineering,7,7.9,7.3,12.5,75000,No,Yes
INT-02144,Admin,10,8.3,4.2,6.7,50000,Yes,No
INT-02145,Admin,17,6.6,2.8,5.6,50000,Yes,No
INT-02146,Finance,16,8.1,8.9,2.9,0,Yes,Yes
INT-02147,Admin,13,5.1,8.7,19.9,150000,No,No
INT-02148,Admin,21,7.2,6.2,16.4,75000,No,No
INT-02149,Admin,4,5.0,7.7,5.0,50000,No,No
INT-02150,Finance,7,7.3,8.7,9.1,75000,No,No
INT-02151,Admin,19,7.4,4.6,6.2,150000,No,No
INT-02152,IT,19,6.5,8.3,2.1,75000,No,Yes
INT-02153,Engineering,21,8.1,5.9,4.3,75000,No,Yes
INT-02154,Finance,11,7.3,8.2,15.9,25000,No,No
INT-02155,IT,13,6.7,8.0,13.3,100000,No,No
INT-02156,IT,19,8.9,8.5,1.4,100000,Yes,Yes
INT-02157,IT,14,6.9,7.1,1.1,0,No,Yes
INT-02158,Admin,9,7.3,8.2,15.9,100000,Yes,No
INT-02159,Admin,4,5.6,6.7,18.9,25000,Yes,No
INT-02160,Engineering,15,6.4,5.9,3.3,25000,No,Yes
INT-02161,Engineering,9,4.7,9.7,3.9,50000,No,Yes
INT-02162,Engineering,16,7.8,7.0,3.8,150000,Yes,Yes
INT-02163,Admin,20,5.7,8.3,1.6,75000,No,Yes
INT-02164,Finance,4,7.7,8.8,11.4,150000,Yes,Yes
INT-02165,Admin,11,5.3,8.9,4.2,0,No,Yes
INT-02166,Marketing,11,7.6,8.5,15.0,50000,Yes,No
INT-02167,Engineering,14,8.5,5.4,17.4,50000,No,Yes
INT-02168,IT,17,8.6,7.0,20.0,50000,Yes,Yes
INT-02169,Engineering,13,7.6,7.6,14.1,150000,No,Yes
INT-02170,Admin,18,6.0,5.8,12.9,50000,No,No
INT-02171,Engineering,10,7.6,8.1,5.3,25000,No,Yes
INT-02172,IT,10,5.2,5.9,0.7,75000,No,Yes
INT-02173,IT,13,7.8,5.7,1.5,25000,No,Yes
INT-02174,Finance,7,4.7,7.7,6.6,25000,Yes,No
INT-02175,IT,21,9.0,5.9,4.1,75000,Yes,Yes
INT-02176,Finance,13,8.9,7.0,14.6,75000,No,Yes
INT-02177,IT,22,7.5,7.2,7.1,50000,No,Yes
INT-02178,Engineering,17,8.3,6.3,1.3,50000,Yes,Yes
INT-02179,Engineering,16,7.0,9.5,5.7,25000,No,Yes
INT-02180,Engineering,18,9.6,5.3,14.3,100000,No,Yes
INT-02181,Admin,19,8.1,8.2,16.4,100000,No,Yes
INT-02182,IT,5,9.3,8.6,2.0,25000,Yes,Yes
INT-02183,IT,7,8.1,8.9,1.3,50000,No,Yes
INT-02184,Admin,24,8.1,8.6,4.4,50000,Yes,No
INT-02185,Engineering,21,5.8,7.6,1.0,100000,No,No
INT-02186,Marketing,20,9.0,9.7,10.9,150000,Yes,Yes
INT-02187,Finance,13,7.9,3.4,5.2,25000,Yes,No
INT-02188,Finance,24,8.1,6.0,2.3,0,No,No
INT-02189,Finance,12,8.3,7.2,1.4,0,No,Yes
INT-02190,Engineering,18,4.6,5.8,21.5,25000,No,No
INT-02191,IT,15,9.4,6.9,0.9,75000,No,Yes
INT-02192,Marketing,24,7.4,9.4,1.3,50000,Yes,Yes
INT-02193,Engineering,12,6.7,4.4,2.6,150000,Yes,Yes
INT-02194,Engineering,17,7.6,8.7,1.3,0,No,Yes
INT-02195,IT,16,8.1,8.9,8.8,75000,No,Yes
INT-02196,Admin,9,4.0,8.4,2.5,50000,Yes,No
INT-02197,Admin,22,8.8,8.5,5.7,50000,No,Yes
INT-02198,Finance,7,8.8,7.9,16.2,75000,No,No
INT-02199,Engineering,23,6.7,8.6,14.4,25000,No,Yes
INT-02200,Admin,20,4.3,7.7,1.8,75000,No,Yes
INT-02201,Marketing,22,8.0,7.4,1.2,150000,No,Yes
INT-02202,IT,6,7.7,9.3,9.2,50000,No,No
INT-02203,Admin,17,9.0,7.2,2.4,50000,No,Yes
INT-02204,IT,20,7.0,9.5,12.7,100000,No,Yes
INT-02205,Engineering,16,5.9,8.2,5.1,50000,Yes,Yes
INT-02206,Marketing,12,5.8,8.9,1.8,150000,Yes,No
INT-02207,IT,4,8.3,5.8,29.8,75000,No,No
INT-02208,Finance,20,5.4,5.4,1.0,0,Yes,Yes
INT-02209,IT,19,9.4,5.8,1.6,50000,Yes,Yes
INT-02210,Marketing,21,7.7,4.0,13.9,50000,Yes,Yes
INT-02211,Finance,5,6.7,3.5,5.3,25000,No,No
INT-02212,Finance,17,9.3,7.7,22.8,75000,No,Yes
INT-02213,IT,20,7.4,8.0,1.5,0,No,Yes
INT-02214,Marketing,6,9.4,8.9,1.9,75000,No,Yes
INT-02215,Engineering,5,5.5,6.0,0.5,75000,Yes,Yes
INT-02216,Admin,11,8.7,8.9,2.5,75000,No,Yes
INT-02217,Finance,5,9.4,4.9,9.1,50000,No,No
INT-02218,IT,5,5.5,9.0,10.8,50000,Yes,No
INT-02219,Finance,12,7.9,8.8,5.0,150000,No,Yes
INT-02220,IT,23,9.2,8.2,2.9,25000,No,Yes
INT-02221,Engineering,24,4.7,8.6,10.6,75000,No,Yes
INT-02222,Engineering,9,9.1,6.9,2.0,25000,No,Yes
INT-02223,IT,15,7.2,9.1,12.2,0,Yes,Yes
INT-02224,IT,12,7.0,8.1,12.9,100000,No,Yes
INT-02225,IT,10,8.1,7.0,5.2,100000,No,Yes
INT-02226,Admin,15,8.3,7.8,2.2,25000,No,Yes
INT-02227,Admin,8,8.5,9.1,8.5,50000,No,Yes
INT-02228,Engineering,19,8.8,8.4,15.9,75000,Yes,Yes
INT-02229,IT,8,8.5,8.8,6.5,50000,Yes,Yes
INT-02230,IT,15,6.3,4.4,5.4,50000,No,Yes
INT-02231,Engineering,23,5.9,7.4,31.5,150000,No,No
INT-02232,IT,12,8.5,8.6,6.7,75000,No,Yes
INT-02233,Marketing,10,7.4,7.1,0.8,150000,Yes,Yes
INT-02234,Finance,22,8.9,8.7,6.1,50000,No,Yes
INT-02235,Engineering,23,9.7,5.7,5.2,50000,Yes,Yes
INT-02236,Engineering,14,4.4,6.1,3.3,150000,Yes,Yes
INT-02237,Finance,24,8.0,7.3,3.6,50000,Yes,Yes
INT-02238,IT,15,8.8,8.0,21.9,50000,No,Yes
INT-02239,IT,6,5.6,8.8,1.6,75000,Yes,Yes
INT-02240,IT,20,9.3,9.4,12.1,0,No,Yes
INT-02241,Finance,10,6.1,4.1,19.1,50000,No,No
INT-02242,IT,13,7.0,6.2,2.9,150000,No,Yes
INT-02243,Engineering,18,5.1,7.3,1.1,100000,No,Yes
INT-02244,Marketing,5,8.4,8.3,3.4,75000,Yes,Yes
INT-02245,Finance,16,7.6,8.5,5.0,50000,No,Yes
INT-02246,Engineering,7,6.0,3.8,24.7,50000,No,No
INT-02247,IT,21,7.6,7.6,5.0,25000,No,Yes
INT-02248,Finance,4,6.5,7.3,1.3,25000,No,Yes
INT-02249,Engineering,5,8.8,6.6,1.8,25000,No,Yes
INT-02250,IT,5,6.7,6.3,4.0,150000,Yes,Yes
INT-02251,IT,7,5.7,5.3,2.1,25000,No,No
INT-02252,Marketing,6,9.3,6.6,1.0,50000,No,No
INT-02253,Engineering,20,9.0,7.8,2.0,75000,Yes,Yes
INT-02254,Finance,17,6.0,4.4,1.4,75000,No,No
INT-02255,Finance,5,4.1,9.1,2.3,50000,Yes,Yes
INT-02256,Engineering,19,8.4,7.9,45.6,25000,No,No
INT-02257,Engineering,14,5.2,5.6,5.2,50000,Yes,No
INT-02258,Admin,16,7.3,8.5,9.1,25000,No,Yes
INT-02259,Admin,4,7.9,4.6,1.9,50000,No,No
INT-02260,Admin,5,7.2,8.7,15.6,75000,Yes,Yes
INT-02261,Finance,5,8.8,7.6,3.0,25000,No,Yes
INT-02262,Engineering,24,4.5,8.5,32.9,0,Yes,No
INT-02263,Finance,8,8.0,2.1,15.0,100000,No,No
INT-02264,Admin,7,9.5,8.0,24.6,100000,Yes,No
INT-02265,Engineering,15,9.0,7.6,9.3,100000,No,Yes
INT-02266,Engineering,6,4.3,3.6,9.1,50000,No,No
INT-02267,Engineering,23,8.9,8.6,15.2,25000,No,Yes
INT-02268,Engineering,13,9.5,6.1,10.6,75000,Yes,Yes
INT-02269,IT,23,8.9,3.0,8.0,25000,Yes,Yes
INT-02270,Engineering,21,7.3,6.2,4.0,75000,No,No
INT-02271,IT,24,6.4,6.8,2.5,25000,No,Yes
INT-02272,Admin,24,5.6,9.6,12.7,25000,No,No
INT-02273,Admin,24,9.1,6.2,4.4,0,No,Yes
INT-02274,Engineering,13,7.8,6.5,1.0,50000,Yes,Yes
INT-02275,Marketing,4,8.2,8.3,5.7,100000,No,Yes
INT-02276,Engineering,9,8.9,6.1,9.1,75000,Yes,No
INT-02277,Engineering,14,6.8,3.2,0.7,25000,No,No
INT-02278,Engineering,5,8.5,5.4,10.3,25000,Yes,No
INT-02279,Engineering,10,8.5,7.8,2.5,150000,Yes,No
INT-02280,IT,23,3.0,8.7,2.5,100000,No,No
INT-02281,IT,24,9.4,9.4,7.1,75000,No,Yes
INT-02282,Admin,24,8.7,7.0,3.8,50000,No,Yes
INT-02283,Admin,24,5.2,4.9,5.3,100000,Yes,No
INT-02284,IT,21,9.2,9.2,6.3,50000,Yes,Yes
INT-02285,IT,24,5.8,9.4,20.8,75000,Yes,Yes
INT-02286,IT,22,7.1,7.9,2.3,50000,Yes,Yes
INT-02287,Marketing,7,8.0,9.0,5.5,75000,Yes,Yes
INT-02288,Admin,16,7.5,5.6,12.8,50000,Yes,No
INT-02289,Admin,21,9.9,9.5,2.3,150000,Yes,Yes
INT-02290,IT,23,9.0,5.0,1.2,150000,Yes,Yes
INT-02291,Engineering,16,9.6,6.9,0.6,50000,Yes,Yes
INT-02292,IT,22,5.4,6.1,1.4,150000,No,No
INT-02293,IT,20,8.9,8.1,3.1,75000,No,Yes
INT-02294,Engineering,4,5.2,9.1,4.7,100000,No,Yes
INT-02295,IT,9,5.5,8.2,7.7,100000,Yes,No
INT-02296,IT,22,7.3,9.8,2.3,150000,No,Yes
INT-02297,IT,23,7.8,7.7,3.0,25000,Yes,Yes
INT-02298,IT,4,8.3,8.5,10.1,75000,No,Yes
INT-02299,IT,11,7.5,9.7,19.7,150000,No,No
INT-02300,Admin,20,5.3,7.3,1.7,0,No,Yes
INT-02301,Finance,24,7.3,9.4,5.6,150000,No,Yes
INT-02302,Engineering,18,8.6,3.8,3.3,150000,No,Yes
INT-02303,Engineering,21,5.2,8.7,6.5,50000,No,Yes
INT-02304,IT,10,7.7,5.6,1.5,75000,No,No
INT-02305,Marketing,19,6.0,9.1,3.0,0,No,Yes
INT-02306,Admin,10,8.9,7.6,10.4,0,No,Yes
INT-02307,IT,20,7.1,4.6,14.2,0,No,Yes
INT-02308,Engineering,7,9.1,5.0,8.3,50000,No,Yes
INT-02309,IT,15,6.5,7.6,23.6,25000,No,No
INT-02310,Admin,16,5.2,4.3,9.0,100000,No,Yes
INT-02311,Engineering,7,7.8,9.4,11.5,25000,No,Yes
INT-02312,Finance,24,9.2,7.1,4.0,25000,No,Yes
INT-02313,Admin,4,6.8,8.7,2.0,50000,No,No
INT-02314,Engineering,4,9.5,7.1,9.1,25000,No,No
INT-02315,Marketing,10,9.1,5.4,20.6,75000,No,Yes
INT-02316,IT,12,8.9,5.9,32.6,50000,Yes,No
INT-02317,IT,4,7.6,5.9,5.3,100000,No,No
INT-02318,Admin,19,8.3,9.1,6.7,100000,Yes,Yes
INT-02319,Admin,21,8.9,8.8,3.5,75000,Yes,Yes
INT-02320,Admin,18,5.5,6.6,9.4,75000,Yes,No
INT-02321,Marketing,9,6.6,7.5,12.1,25000,Yes,Yes
INT-02322,Engineering,5,7.1,6.1,0.8,75000,No,Yes
INT-02323,Engineering,12,4.5,9.2,15.5,50000,No,No
INT-02324,Admin,7,7.3,7.5,6.3,75000,Yes,Yes
INT-02325,Finance,16,6.5,4.7,7.4,75000,Yes,Yes
INT-02326,Marketing,14,9.2,5.6,2.3,75000,No,Yes
INT-02327,Finance,16,8.3,4.4,0.6,100000,Yes,Yes
INT-02328,IT,14,7.7,9.1,24.8,75000,No,Yes
INT-02329,Engineering,22,7.8,6.3,21.6,100000,Yes,No
INT-02330,IT,11,4.3,7.8,12.4,50000,No,No
INT-02331,IT,10,6.3,7.5,5.6,100000,Yes,Yes
INT-02332,IT,19,8.9,9.3,3.6,50000,No,No
INT-02333,Engineering,6,8.1,6.7,1.9,50000,No,Yes
INT-02334,Engineering,20,8.1,9.1,1.2,100000,No,Yes
INT-02335,IT,21,6.7,9.5,5.4,25000,No,Yes
INT-02336,Admin,18,9.6,8.8,13.1,75000,Yes,Yes
INT-02337,Admin,20,6.0,7.1,10.9,25000,No,No
INT-02338,Admin,14,5.8,7.4,11.8,25000,Yes,No
INT-02339,IT,8,9.4,7.7,1.5,75000,Yes,Yes
INT-02340,Admin,19,9.8,6.0,16.4,0,No,Yes
INT-02341,Finance,18,7.0,6.2,13.5,75000,No,Yes
INT-02342,IT,13,7.5,8.2,1.3,75000,No,Yes
INT-02343,IT,17,7.0,6.9,4.0,150000,No,Yes
INT-02344,Admin,5,6.6,5.3,4.3,100000,No,No
INT-02345,Marketing,19,9.9,5.0,11.1,100000,Yes,Yes
INT-02346,Engineering,22,6.5,9.6,16.3,25000,Yes,No
INT-02347,Engineering,11,8.1,4.8,4.3,50000,No,Yes
INT-02348,Admin,18,9.6,4.2,1.6,150000,No,Yes
INT-02349,Engineering,13,8.2,9.5,1.2,75000,Yes,Yes
INT-02350,IT,8,5.9,8.3,8.6,75000,No,Yes
INT-02351,Engineering,23,8.9,8.3,6.0,75000,No,Yes
INT-02352,Marketing,19,8.4,7.8,19.1,150000,No,Yes
INT-02353,Engineering,24,6.9,9.1,25.1,75000,No,Yes
INT-02354,Finance,15,7.4,6.5,18.8,100000,No,Yes
INT-02355,Engineering,16,6.9,9.4,1.1,150000,No,Yes
INT-02356,IT,12,8.8,9.4,3.2,50000,No,Yes
INT-02357,Marketing,20,6.5,9.2,2.7,100000,No,Yes
INT-02358,IT,23,5.8,6.5,1.1,0,No,Yes
INT-02359,Engineering,15,6.2,6.8,20.5,25000,No,No
INT-02360,IT,8,9.3,5.3,18.5,25000,No,Yes
INT-02361,IT,15,5.6,3.5,4.5,0,Yes,No
INT-02362,Admin,4,5.1,9.2,26.0,50000,No,No
INT-02363,IT,23,8.9,5.2,7.1,150000,No,Yes
INT-02364,Admin,19,8.4,5.8,5.1,25000,No,Yes
INT-02365,Engineering,15,9.1,9.5,6.9,25000,No,Yes
INT-02366,IT,12,5.4,8.1,4.9,50000,No,Yes
INT-02367,IT,16,7.5,6.9,3.3,75000,No,Yes
INT-02368,Engineering,20,5.3,6.2,2.1,0,Yes,Yes
INT-02369,Admin,20,9.6,8.9,5.4,50000,Yes,Yes
INT-02370,Engineering,7,8.6,8.8,6.6,50000,No,Yes
INT-02371,Engineering,17,8.2,5.3,14.3,75000,No,Yes
INT-02372,Finance,22,6.9,7.3,5.6,75000,No,Yes
INT-02373,Engineering,10,8.3,8.8,14.6,25000,No,Yes
INT-02374,Admin,6,8.1,8.1,25.2,50000,No,Yes
INT-02375,Engineering,4,7.2,6.5,10.7,50000,No,No
INT-02376,IT,15,7.7,6.5,1.5,150000,Yes,Yes
INT-02377,Admin,18,6.7,9.4,5.4,75000,Yes,Yes
INT-02378,Finance,14,7.6,7.7,16.0,25000,No,Yes
INT-02379,Admin,13,9.6,7.0,5.9,25000,Yes,Yes
INT-02380,Finance,5,7.6,4.4,13.8,75000,No,No
INT-02381,Finance,7,6.3,6.9,12.5,50000,No,No
INT-02382,Finance,20,9.5,4.1,1.9,100000,No,Yes
INT-02383,Marketing,20,7.4,7.3,3.7,50000,No,Yes
INT-02384,Admin,11,8.3,8.2,12.0,0,Yes,Yes
INT-02385,Admin,17,3.9,6.7,1.9,75000,No,Yes
INT-02386,Engineering,7,7.0,7.9,4.9,25000,No,Yes
INT-02387,Admin,9,8.2,7.1,1.7,150000,Yes,Yes
INT-02388,Engineering,22,9.6,3.0,2.7,0,No,Yes
INT-02389,Engineering,7,7.9,7.4,3.2,25000,No,Yes
INT-02390,Engineering,6,5.8,7.4,6.5,75000,No,No
INT-02391,Admin,23,7.8,6.9,19.9,25000,No,Yes
INT-02392,IT,9,8.1,7.4,4.4,75000,Yes,Yes
INT-02393,Admin,10,9.1,8.0,15.7,50000,No,Yes
INT-02394,IT,17,8.8,6.8,10.0,25000,No,Yes
INT-02395,Finance,15,7.6,7.0,12.6,50000,No,No
INT-02396,Admin,19,7.7,7.0,12.0,75000,Yes,Yes
INT-02397,IT,23,8.7,9.4,3.4,75000,Yes,Yes
INT-02398,IT,11,7.5,7.5,2.7,50000,No,Yes
INT-02399,Engineering,5,9.3,7.7,30.9,75000,No,No
INT-02400,Engineering,16,8.6,8.3,11.2,50000,No,No
INT-02401,Admin,11,6.6,4.7,4.1,75000,No,No
INT-02402,IT,24,8.2,6.7,7.0,25000,No,No
INT-02403,Admin,23,8.3,4.1,12.5,150000,No,Yes
INT-02404,Admin,19,7.3,7.2,1.0,25000,Yes,Yes
INT-02405,Engineering,7,6.2,7.3,1.3,100000,Yes,Yes
INT-02406,Engineering,19,8.6,7.4,0.7,25000,No,Yes
INT-02407,Admin,23,8.7,4.5,1.9,150000,No,Yes
INT-02408,IT,9,7.2,9.4,1.5,150000,Yes,Yes
INT-02409,Marketing,7,8.6,8.2,5.5,25000,Yes,Yes
INT-02410,Admin,19,6.2,6.4,3.2,25000,Yes,Yes
INT-02411,Engineering,24,8.5,8.9,0.9,75000,Yes,Yes
INT-02412,IT,16,7.4,5.0,5.3,75000,No,Yes
INT-02413,Admin,8,9.5,2.6,7.4,75000,No,No
INT-02414,IT,18,6.4,8.1,4.2,0,No,Yes
INT-02415,Engineering,11,6.0,7.1,2.9,75000,No,Yes
INT-02416,Marketing,10,5.2,6.2,4.5,75000,No,No
INT-02417,Admin,17,9.2,6.1,6.4,50000,Yes,Yes
INT-02418,IT,10,8.4,6.1,5.1,75000,No,Yes
INT-02419,IT,10,5.6,4.4,1.3,50000,No,Yes
INT-02420,Admin,21,8.1,7.5,5.4,50000,No,Yes
INT-02421,IT,13,7.2,7.4,10.7,100000,Yes,Yes
INT-02422,IT,21,6.5,6.7,14.2,25000,No,Yes
INT-02423,Finance,17,6.6,7.6,5.1,0,Yes,Yes
INT-02424,Admin,13,9.1,6.0,41.2,100000,Yes,No
INT-02425,IT,10,7.6,6.3,15.3,150000,Yes,Yes
INT-02426,Marketing,10,8.2,9.0,2.4,50000,No,Yes
INT-02427,IT,10,7.2,5.2,5.4,50000,No,Yes
INT-02428,Marketing,8,7.1,6.7,3.3,150000,No,Yes
INT-02429,Admin,4,5.0,7.1,6.9,25000,No,No
INT-02430,Finance,17,9.6,8.6,2.5,100000,No,Yes
INT-02431,Engineering,21,6.8,8.2,0.8,0,Yes,Yes
INT-02432,Finance,16,6.9,9.1,19.3,150000,No,Yes
INT-02433,Marketing,11,5.9,5.4,6.4,75000,Yes,No
INT-02434,IT,11,9.0,8.1,20.2,25000,No,Yes
INT-02435,Marketing,13,7.3,7.3,1.5,75000,No,Yes
INT-02436,Admin,20,5.7,7.6,1.8,100000,No,No
INT-02437,Admin,9,4.8,7.6,2.6,25000,No,Yes
INT-02438,Admin,18,6.5,7.3,5.4,100000,No,Yes
INT-02439,Engineering,18,6.7,7.3,17.5,150000,No,Yes
INT-02440,IT,19,9.5,8.2,8.9,150000,Yes,Yes
INT-02441,Engineering,11,8.0,7.9,1.0,50000,No,Yes
INT-02442,Engineering,22,7.8,9.0,4.7,75000,No,Yes
INT-02443,Finance,23,6.4,6.3,10.8,50000,Yes,No
INT-02444,Finance,18,7.6,4.6,3.6,0,Yes,No
INT-02445,Admin,6,6.6,8.1,5.9,25000,No,No
INT-02446,Admin,9,6.6,8.6,10.4,50000,No,Yes
INT-02447,IT,11,8.0,6.7,27.3,75000,No,No
INT-02448,IT,19,6.8,4.5,3.7,25000,Yes,No
INT-02449,IT,18,8.7,7.5,11.4,75000,No,No
INT-02450,Admin,16,7.8,9.2,11.5,150000,Yes,Yes
INT-02451,IT,23,4.9,7.8,6.8,50000,No,No
INT-02452,Marketing,18,9.2,6.0,13.9,75000,Yes,Yes
INT-02453,Engineering,21,9.0,3.7,6.6,100000,Yes,Yes
INT-02454,Admin,16,7.9,8.8,8.3,25000,Yes,Yes
INT-02455,Engineering,11,6.6,8.0,15.0,0,No,No
INT-02456,IT,17,8.5,8.6,5.7,75000,Yes,Yes
INT-02457,Admin,14,7.1,8.9,5.7,50000,No,Yes
INT-02458,Engineering,9,8.7,4.9,7.7,100000,No,Yes
INT-02459,Admin,4,9.3,7.7,13.5,75000,No,Yes
INT-02460,Admin,5,5.8,8.6,1.6,50000,No,No
INT-02461,Marketing,16,8.1,5.3,12.3,25000,No,Yes
INT-02462,Finance,4,8.2,6.0,3.3,75000,No,Yes
INT-02463,Engineering,7,6.0,4.2,1.1,0,Yes,No
INT-02464,Engineering,5,7.4,4.6,13.1,50000,Yes,Yes
INT-02465,Engineering,24,9.0,6.1,1.8,150000,Yes,Yes
INT-02466,IT,23,8.2,4.7,2.4,0,No,Yes
INT-02467,Admin,19,7.0,9.0,10.3,150000,No,Yes
INT-02468,IT,6,5.9,8.1,7.2,50000,Yes,Yes
INT-02469,Admin,20,7.1,6.4,20.8,100000,No,No
INT-02470,Engineering,8,8.9,8.4,25.2,75000,No,No
INT-02471,IT,11,8.6,6.9,3.5,0,No,Yes
INT-02472,Marketing,15,8.4,8.8,3.6,100000,No,No
INT-02473,Marketing,15,4.9,5.8,2.4,100000,Yes,Yes
INT-02474,Engineering,4,8.7,7.3,6.3,100000,No,Yes
INT-02475,Engineering,4,6.6,8.3,4.3,75000,No,No
INT-02476,Finance,18,7.9,7.6,0.6,50000,No,Yes
INT-02477,IT,20,3.1,6.6,4.5,150000,No,No
INT-02478,Finance,5,8.4,8.3,1.0,150000,No,Yes
INT-02479,IT,20,6.6,9.1,13.3,75000,No,Yes
INT-02480,Finance,23,8.7,4.9,21.6,25000,Yes,No
INT-02481,IT,12,7.3,7.1,3.3,25000,Yes,Yes
INT-02482,Finance,15,8.5,4.2,8.9,100000,No,Yes
INT-02483,Marketing,7,5.7,7.6,1.2,25000,No,No
INT-02484,IT,16,7.7,9.8,4.1,25000,Yes,Yes
INT-02485,Admin,7,6.9,6.7,7.4,0,No,Yes
INT-02486,Marketing,10,7.6,7.2,1.4,75000,No,No
INT-02487,Admin,17,7.3,9.2,4.3,50000,Yes,Yes
INT-02488,Finance,12,7.8,6.4,25.4,25000,No,No
INT-02489,Engineering,4,8.0,8.1,2.0,50000,No,Yes
INT-02490,Admin,4,6.9,8.5,8.2,50000,No,No
INT-02491,IT,23,6.3,9.2,14.8,25000,Yes,Yes
INT-02492,IT,7,6.8,7.8,12.3,0,Yes,Yes
INT-02493,Finance,4,9.2,7.3,12.3,100000,No,Yes
INT-02494,Admin,13,7.8,9.3,1.0,25000,No,Yes
INT-02495,Engineering,5,8.2,6.0,29.6,100000,No,No
INT-02496,Admin,24,8.9,9.2,10.9,50000,No,Yes
INT-02497,Engineering,18,6.4,7.5,25.2,75000,No,No
INT-02498,Finance,6,7.0,6.6,31.5,50000,No,No
INT-02499,Marketing,12,6.4,7.0,4.0,75000,Yes,No
INT-02500,Admin,20,9.0,6.4,6.8,25000,No,Yes
INT-02501,Finance,24,4.4,9.2,11.0,25000,No,No
INT-02502,Finance,16,8.5,5.5,15.6,50000,No,Yes
INT-02503,Engineering,6,6.9,7.7,28.8,50000,No,No
INT-02504,Marketing,7,8.4,6.6,29.8,25000,No,No
INT-02505,IT,7,7.9,5.5,3.7,100000,Yes,Yes
INT-02506,IT,14,7.0,9.5,9.6,50000,Yes,Yes
INT-02507,Finance,10,7.6,6.7,1.8,100000,Yes,Yes
INT-02508,Admin,14,8.1,5.1,13.8,50000,No,No
INT-02509,Finance,14,8.8,8.4,1.9,50000,No,Yes
INT-02510,Finance,13,8.5,8.5,18.2,100000,No,No
INT-02511,IT,8,8.5,8.2,31.4,25000,No,No
INT-02512,Finance,16,8.9,5.6,1.2,0,No,Yes
INT-02513,Admin,15,9.7,8.6,6.2,25000,No,Yes
INT-02514,Engineering,13,9.0,5.6,3.0,0,Yes,Yes
INT-02515,Engineering,10,7.9,8.5,5.6,50000,No,No
INT-02516,Marketing,22,6.9,6.7,3.3,75000,No,Yes
INT-02517,IT,22,5.1,8.0,1.0,50000,Yes,Yes
INT-02518,Admin,22,8.4,6.7,4.5,150000,Yes,Yes
INT-02519,Engineering,15,5.8,6.4,2.3,0,Yes,Yes
INT-02520,Engineering,23,7.5,7.5,6.9,25000,No,Yes
INT-02521,Engineering,18,5.1,7.0,9.6,25000,No,No
INT-02522,IT,8,9.7,7.6,4.7,25000,No,Yes
INT-02523,IT,17,7.3,9.1,2.3,25000,No,Yes
INT-02524,Admin,15,7.8,8.9,2.2,25000,Yes,Yes
INT-02525,Finance,24,7.5,8.1,0.5,50000,No,Yes
INT-02526,IT,14,8.3,5.2,10.2,75000,No,Yes
INT-02527,IT,8,5.8,7.4,2.8,50000,No,No
INT-02528,Marketing,19,9.7,6.1,28.8,75000,No,Yes
INT-02529,IT,21,8.2,9.4,11.5,50000,Yes,Yes
INT-02530,Marketing,15,6.3,7.5,3.3,50000,No,No
INT-02531,Engineering,8,9.5,6.5,1.9,100000,No,Yes
INT-02532,Finance,19,6.8,6.8,8.3,50000,No,Yes
INT-02533,IT,15,7.7,8.2,16.5,50000,No,Yes
INT-02534,IT,5,9.2,9.0,7.5,100000,No,Yes
